access_route,access_status,acquisition_binary_status,acquisition_link_level,acquisition_record_id,acquisition_web_status,action_needed,alternate_official_sources,alternate_title,authority_note,availability_note,case_number,case_status,channel_id,citation,collection_name,committee,contributor,country,country_scope,court,coverage_end,coverage_start,custodian_or_owner,data_version,database,date_published,description,description_basis,description_source_url,direct_url,ema_priority,environmental_relationship,format,gazette_section,geography,harvest_checked,has_direct_url,has_request_pathway,has_source_pathway,has_source_url,host_agency,id,international_scope_type,is_internal_ema_record,issuer,keyword_common_group,keyword_discretionary,keyword_unique,keywords,km_value,knowledge_area,legacy_register_id,map_candidate,media_type,notes,original_title,parliament,parliament_period,priority,privacy_handling,programme_area,programme_area_original,project_id,record_category,record_set,record_type,record_type_original,record_type_simplified,reference_period,repository_or_body,request_agency,request_url,search_text,series,short_title,source_agency,source_family,source_label,source_level,source_page_url,source_placeholder,source_record_id,source_reliability,source_status,source_type,source_url,summary_snippet,tags,theme,title,year,youtube_video_id
EMA Information Centre,request_ema,,,,,Request access through EMA Information Centre,,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,,,,,,,,,,Legal Services / relevant technical unit,2026.08.27.4,documents,,Legal instrument catalogued by the register under Cross-cutting.,Record metadata; no legal interpretation added,,,,,,Section 8(1)(a)(i),,,False,True,True,False,,EMA-KM-0001,,False,,ema | environmental management | governance | foia | public statement,law | legal notice | statutory instrument | rules regulations | compliance reference | held by ema | ema information centre | request access | gazette confirmed | information centre request,freedom of information act chap 22 02 | ema km 0001 | freedom information | freedom information act | freedom,ema | environmental management | governance | foia | public statement | freedom of information act chap 22 02 | ema km 0001 | freedom information | freedom information act | freedom | law | legal notice | statutory instrument | rules regulations | compliance reference | held by ema | ema information centre | request access | gazette confirmed | information centre request,Legal reference — verify source text,"Environmental Governance, Law & Policy",,,,This document is referenced in EMA’s Updated Public Statement 2024 and should be held by or accessible through EMA. No public online copy is currently linked in this register. Request access through the EMA Information Centre.,,,,High,,Cross-cutting,Cross-cutting,,Legislation / Legal Instrument,Document Access Register,Legislation / Legal Instrument,Legislation / Legal Instrument,Legislation & Legal Instrument,,,,,Freedom of Information Act (FOIA) freedom of information act chap 22 02 cross cutting legislation legal instrument section 8 1 a i held by ema request required ema information centre held by ema request access through the ema information centre this document is referenced in ema s updated public statement 2024 and should be held by or accessible through ema no public online copy is currently linked in this register request access through the ema information centre ema environmental management governance foia public statement freedom of information act chap 22 02 ema km 0001 freedom information freedom information act freedom law legal notice statutory instrument rules regulations compliance reference held by ema ema information centre request access gazette confirmed information centre request,,Freedom of Information Act (FOIA),,,Held by EMA. Request access through the EMA Information Centre.,EMA,,EMA_INFORMATION_CENTRE_REQUEST,,Gazette-confirmed EMA holding,Held by EMA — Request Required,ema_information_centre_request,,,,,"Freedom of Information Act, Chap. 22:02",,
BCRC-Caribbean source,open_online,No direct binary URL yet,source_page,EXT0075,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean for project resource page relevant to E-waste; WEEE; Waste; Data; Circular Economy.,Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/our-projects/waste-electrical-and-electronic-equipment/?ee=1&eeFolder=Resources%2FIDB-E-Waste-Project-Resources&eeFront=1&eeListID=1,https://www.bcrc-caribbean.org/our-projects/waste-electrical-and-electronic-equipment/?ee=1&eeFolder=Resources%2FIDB-E-Waste-Project-Resources&eeFront=1&eeListID=1,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0075,,,BCRC-Caribbean,,,,E-waste | WEEE | Waste | Data | Circular Economy | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,Waste Electrical and Electronic Equipment project resources – Trinidad and Tobago,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",WEEE,Project resource page,,Project resource page,Project resource page,Dataset / Portal / Resource,,,,,,,Waste Electrical and Electronic Equipment project resources – Trinidad and Tobago,BCRC-Caribbean,International / development partner,,National / Local,https://www.bcrc-caribbean.org/our-projects/waste-electrical-and-electronic-equipment/?ee=1&eeFolder=Resources%2FIDB-E-Waste-Project-Resources&eeFront=1&eeListID=1,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Waste Electrical and Electronic Equipment project resources – Trinidad and Tobago,2013–present,
BCRC-Caribbean source,open_online,Not downloaded – runtime transfer blocked,direct_document,EXT0077,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,Not downloaded – runtime transfer blocked,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean for technical brochure relevant to Mercury; Inventory; Pollution; Chemicals.,Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/our-projects/mercury-management/,https://www.bcrc-caribbean.org/wp-content/uploads/2020/07/Lo-Res-TrinidadTobago-MIA-Brochure-07-11-18.pdf,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0077,,,BCRC-Caribbean,,,,Mercury | Inventory | Pollution | Chemicals | GEF 9455 | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,The Status of Mercury in Trinidad and Tobago – MIA findings brochure,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",GEF 9455,Technical brochure,,Technical brochure,Technical brochure,Report / Assessment,,,,,,,The Status of Mercury in Trinidad and Tobago – MIA findings brochure,BCRC-Caribbean,International / development partner,,National / Local,https://www.bcrc-caribbean.org/our-projects/mercury-management/,,,Official issuing institution / development-partner source,External authoritative source — direct document identified,,,,,,The Status of Mercury in Trinidad and Tobago – MIA findings brochure,2018,
BCRC-Caribbean source,open_online,No direct binary URL yet,source_page,EXT0078,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Regional – includes Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean for document repository relevant to Mercury; Chemicals; Monitoring; Reports.,Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/our-projects/mercury-reports-and-documents/,https://www.bcrc-caribbean.org/our-projects/mercury-reports-and-documents/,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0078,,,BCRC-Caribbean,,,,Mercury | Chemicals | Monitoring | Reports | GEF 9455 | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,Mercury Reports and Documents – MIA-1 and related regional projects,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",GEF 9455,Document repository,,Document repository,Document repository,Guidance / Procedure / Form,,,,,,,Mercury Reports and Documents – MIA-1 and related regional projects,BCRC-Caribbean,International / development partner,,Regional / International,https://www.bcrc-caribbean.org/our-projects/mercury-reports-and-documents/,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Mercury Reports and Documents – MIA-1 and related regional projects,2018–present,
BCRC-Caribbean source,open_online,No direct binary URL yet,source_page,EXT0079,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,"Source-based discovery record from BCRC-Caribbean for project resource page relevant to Waste Oil; Hazardous Waste; Pollution; Circular Economy. Contains inventory results, technology assessment, legal review and references to engineering/business-plan outputs.",Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/our-projects/waste-oil-management/,https://www.bcrc-caribbean.org/our-projects/waste-oil-management/,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0079,,,BCRC-Caribbean,,,,Waste Oil | Hazardous Waste | Pollution | Circular Economy | WOMSTT | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,Waste Oil Management System for Trinidad and Tobago – project results/resources,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",WOMSTT,Project resource page,,Project resource page,Project resource page,Dataset / Portal / Resource,,,,,,,Waste Oil Management System for Trinidad and Tobago – project results/resources,BCRC-Caribbean,International / development partner,,National / Local,https://www.bcrc-caribbean.org/our-projects/waste-oil-management/,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Waste Oil Management System for Trinidad and Tobago – project results/resources,2010s–2020s,
BCRC-Caribbean source,open_online,No direct binary URL yet,source_page,EXT0080,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean for project resource page relevant to E-waste; Electronics; EPR; Waste; Circular Economy.,Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/our-news-events/demonstration-of-the-environmentally-sound-management-of-used-mobile-phones-and-computing-equipment-in-trinidad-and-tobago/,https://www.bcrc-caribbean.org/our-news-events/demonstration-of-the-environmentally-sound-management-of-used-mobile-phones-and-computing-equipment-in-trinidad-and-tobago/,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0080,,,BCRC-Caribbean,,,,E-waste | Electronics | EPR | Waste | Circular Economy | Used EEE | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,Environmentally Sound Management of Used Mobile Phones and Computing Equipment in Trinidad and Tobago,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",Used EEE,Project resource page,,Project resource page,Project resource page,Dataset / Portal / Resource,,,,,,,Environmentally Sound Management of Used Mobile Phones and Computing Equipment in Trinidad and Tobago,BCRC-Caribbean,International / development partner,,National / Local,https://www.bcrc-caribbean.org/our-news-events/demonstration-of-the-environmentally-sound-management-of-used-mobile-phones-and-computing-equipment-in-trinidad-and-tobago/,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Environmentally Sound Management of Used Mobile Phones and Computing Equipment in Trinidad and Tobago,2010s,
BCRC-Caribbean source,open_online,No direct binary URL yet,source_page,EXT0081,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago / Caribbean,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean for project resource page relevant to POPs; Chemicals; Waste; Stockholm Convention.,Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/our-projects/persistent-organic-pollutants/,https://www.bcrc-caribbean.org/our-projects/persistent-organic-pollutants/,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0081,,,BCRC-Caribbean,,,,POPs | Chemicals | Waste | Stockholm Convention | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,Persistent Organic Pollutants projects/resources,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",POPs,Project resource page,,Project resource page,Project resource page,Dataset / Portal / Resource,,,,,,,Persistent Organic Pollutants projects/resources,BCRC-Caribbean,International / development partner,,Regional / International,https://www.bcrc-caribbean.org/our-projects/persistent-organic-pollutants/,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Persistent Organic Pollutants projects/resources,2010s–present,
BCRC-Caribbean source,open_online,No direct binary URL yet,source_page,EXT0082,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Caribbean – includes Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean for document repository relevant to UPOPs; Waste; Hazardous Waste; Guidance.,Supplied acquisition manifest and issuing-institution source metadata,https://upops.bcrc-caribbean.org/documents-index/,https://upops.bcrc-caribbean.org/documents-index/,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0082,,,BCRC-Caribbean,,,,UPOPs | Waste | Hazardous Waste | Guidance | BCRC-Caribbean | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,UPOPs Documents Index,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",UPOPs,Document repository,,Document repository,Document repository,Guidance / Procedure / Form,,,,,,,UPOPs Documents Index,BCRC-Caribbean,International / development partner,,Regional / International,https://upops.bcrc-caribbean.org/documents-index/,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,UPOPs Documents Index,2010s–present,
BCRC-Caribbean / GEF source,open_online,Not downloaded – runtime transfer blocked,direct_document,EXT0083,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,Not downloaded – runtime transfer blocked,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Regional – includes Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from BCRC-Caribbean / GEF for project package relevant to Waste; Plastics; Waste Oil; Tyres; Hazardous Waste.,Supplied acquisition manifest and issuing-institution source metadata,https://www.bcrc-caribbean.org/,https://www.bcrc-caribbean.org/wp-content/uploads/2019/10/GEF-ISLANDS-10279-CEO-Endorsement-Package.pdf,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0083,,,BCRC-Caribbean / GEF,,,,Waste | Plastics | Waste Oil | Tyres | Hazardous Waste | 10279 | BCRC-Caribbean / GEF | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,GEF ISLANDS 10279 – CEO Endorsement Package,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",10279,Project package,,Project package,Project package,Project / Programme Document,,,,,,,GEF ISLANDS 10279 – CEO Endorsement Package,BCRC-Caribbean / GEF,International / development partner,,Regional / International,https://www.bcrc-caribbean.org/,,,Official issuing institution / development-partner source,External authoritative source — direct document identified,,,,,,GEF ISLANDS 10279 – CEO Endorsement Package,2019–2020s,
Basel Convention source,open_online,No direct binary URL yet,source_page,EXT0084,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Caribbean / Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from Basel Convention for institutional document repository relevant to Hazardous Waste; Chemicals; Institutional Capacity; Projects.,Supplied acquisition manifest and issuing-institution source metadata,https://www.basel.int/Partners/RegionalCentres/TheCentres/BCRCCaribbean/tabid/4841/Default.aspx,https://www.basel.int/Partners/RegionalCentres/TheCentres/BCRCCaribbean/tabid/4841/Default.aspx,Medium,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0084,,,Basel Convention,,,,Hazardous Waste | Chemicals | Institutional Capacity | Projects | BCRC Caribbean | Basel Convention | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,BCRC Caribbean Activity Reports and Business Plans repository,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",BCRC Caribbean,Institutional document repository,,Institutional document repository,Institutional document repository,Guidance / Procedure / Form,,,,,,,BCRC Caribbean Activity Reports and Business Plans repository,Basel Convention,International / development partner,,Regional / International,https://www.basel.int/Partners/RegionalCentres/TheCentres/BCRCCaribbean/tabid/4841/Default.aspx,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,BCRC Caribbean Activity Reports and Business Plans repository,2011–2027,
Stockholm Convention source,open_online,Not downloaded – runtime transfer blocked,direct_document,EXT0085,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,Not downloaded – runtime transfer blocked,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from Stockholm Convention for national implementation plan relevant to POPs; Chemicals; Waste; Inventory; Policy.,Supplied acquisition manifest and issuing-institution source metadata,https://chm.pops.int/,https://chm.pops.int/Portals/0/download.aspx?d=UNEP-POPS-NIP-TrinidadandTobago-1.English.pdf,High,"Source-based external information relevant to Waste, Chemicals & Circular Economy. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0085,,,Stockholm Convention,,,,POPs | Chemicals | Waste | Inventory | Policy | TTO NIP | Stockholm Convention | Trinidad and Tobago,,"Waste, Chemicals & Circular Economy",,,,,National Implementation Plan for the Stockholm Convention on Persistent Organic Pollutants – Trinidad and Tobago,,,,,"Waste, Chemicals & Circular Economy","Waste, Chemicals & Circular Economy",TTO NIP,National implementation plan,,National implementation plan,National implementation plan,"Policy, Strategy & Plan",,,,,,,National Implementation Plan for the Stockholm Convention on Persistent Organic Pollutants – Trinidad and Tobago,Stockholm Convention,International / development partner,,National / Local,https://chm.pops.int/,,,Official issuing institution / development-partner source,External authoritative source — direct document identified,,,,,,National Implementation Plan for the Stockholm Convention on Persistent Organic Pollutants – Trinidad and Tobago,2013,
UNFCCC source,open_online,No direct binary URL yet,source_page,EXT0095,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from UNFCCC for national communication relevant to Climate; GHG; Vulnerability; Historic Baseline.,Supplied acquisition manifest and issuing-institution source metadata,https://unfccc.int/reports?f%5B0%5D=corporate_author%3A117,https://unfccc.int/reports?f%5B0%5D=corporate_author%3A117,High,Source-based external information relevant to Climate Change & Resilience. Inclusion supports discovery and does not state legal applicability or an EMA determination.,,,,,,,,,,EXT0095,,,UNFCCC,,,,Climate | GHG | Vulnerability | Historic Baseline | TTO-NC1 | UNFCCC | Trinidad and Tobago,,Climate Change & Resilience,,,,,Trinidad and Tobago First National Communication to the UNFCCC,,,,,Climate Change & Resilience,Climate Change & Resilience,TTO-NC1,National communication,,National communication,National communication,Report / Assessment,,,,,,,Trinidad and Tobago First National Communication to the UNFCCC,UNFCCC,International / development partner,,National / Local,https://unfccc.int/reports?f%5B0%5D=corporate_author%3A117,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Trinidad and Tobago First National Communication to the UNFCCC,2001,
UNCCD source,open_online,Not downloaded – runtime transfer blocked,direct_document,EXT0098,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,Not downloaded – runtime transfer blocked,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from UNCCD for national/supplementary report relevant to Land Degradation; Governance; Data Gaps; NAP; LDN.,Supplied acquisition manifest and issuing-institution source metadata,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,https://www.unccd.int/sites/default/files/prais-legacy/Trinidad%20and%20Tobago/2018/unccd_Trinidad%20and%20Tobago_2018.pdf,High,"Source-based external information relevant to Biodiversity, Ecosystems & Protected Areas. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0098,,,UNCCD,,,,Land Degradation | Governance | Data Gaps | NAP | LDN | TTO-2018 | UNCCD | Trinidad and Tobago,,"Biodiversity, Ecosystems & Protected Areas",,,,,Trinidad and Tobago 2018 UNCCD Final Report,,,,,"Biodiversity, Ecosystems & Protected Areas","Biodiversity, Ecosystems & Protected Areas",TTO-2018,National/supplementary report,,National/supplementary report,National/supplementary report,Report / Assessment,,,,,,,Trinidad and Tobago 2018 UNCCD Final Report,UNCCD,International / development partner,,National / Local,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,,,Official issuing institution / development-partner source,External authoritative source — direct document identified,,,,,,Trinidad and Tobago 2018 UNCCD Final Report,2018,
UNCCD source,open_online,Not downloaded – runtime transfer blocked,direct_document,EXT0099,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,Not downloaded – runtime transfer blocked,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from UNCCD for national report relevant to Land Degradation; Desertification; Historic Baseline.,Supplied acquisition manifest and issuing-institution source metadata,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,https://www.unccd.int/sites/default/files/prais-legacy/Trinidad%20and%20Tobago/2007/Trinidad%20and%20Tobago%20-%20ACP%20-%202007%20eng.pdf,High,"Source-based external information relevant to Biodiversity, Ecosystems & Protected Areas. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0099,,,UNCCD,,,,Land Degradation | Desertification | Historic Baseline | TTO-2007 | UNCCD | Trinidad and Tobago,,"Biodiversity, Ecosystems & Protected Areas",,,,,Trinidad and Tobago UNCCD Country Report 2007,,,,,"Biodiversity, Ecosystems & Protected Areas","Biodiversity, Ecosystems & Protected Areas",TTO-2007,National report,,National report,National report,Report / Assessment,,,,,,,Trinidad and Tobago UNCCD Country Report 2007,UNCCD,International / development partner,,National / Local,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,,,Official issuing institution / development-partner source,External authoritative source — direct document identified,,,,,,Trinidad and Tobago UNCCD Country Report 2007,2007,
UNCCD source,open_online,No direct binary URL yet,source_page,EXT0100,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from UNCCD for national report relevant to Land Degradation; National Reporting.,Supplied acquisition manifest and issuing-institution source metadata,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,High,"Source-based external information relevant to Biodiversity, Ecosystems & Protected Areas. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0100,,,UNCCD,,,,Land Degradation | National Reporting | TTO-2014 | UNCCD | Trinidad and Tobago,,"Biodiversity, Ecosystems & Protected Areas",,,,,Trinidad and Tobago UNCCD Country Report 2014,,,,,"Biodiversity, Ecosystems & Protected Areas","Biodiversity, Ecosystems & Protected Areas",TTO-2014,National report,,National report,National report,Report / Assessment,,,,,,,Trinidad and Tobago UNCCD Country Report 2014,UNCCD,International / development partner,,National / Local,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Trinidad and Tobago UNCCD Country Report 2014,2014,
UNCCD source,open_online,No direct binary URL yet,source_page,EXT0101,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from UNCCD for national report relevant to Land Degradation; National Reporting.,Supplied acquisition manifest and issuing-institution source metadata,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,High,"Source-based external information relevant to Biodiversity, Ecosystems & Protected Areas. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0101,,,UNCCD,,,,Land Degradation | National Reporting | TTO-2010 | UNCCD | Trinidad and Tobago,,"Biodiversity, Ecosystems & Protected Areas",,,,,Trinidad and Tobago UNCCD Country Report 2010,,,,,"Biodiversity, Ecosystems & Protected Areas","Biodiversity, Ecosystems & Protected Areas",TTO-2010,National report,,National report,National report,Report / Assessment,,,,,,,Trinidad and Tobago UNCCD Country Report 2010,UNCCD,International / development partner,,National / Local,https://www.unccd.int/our-work-impact/country-profiles/trinidad-and-tobago,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,Trinidad and Tobago UNCCD Country Report 2010,2010,
UNCCD source,open_online,No direct binary URL yet,source_page,EXT0102,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,No direct binary URL yet,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from UNCCD for data portal relevant to Land Degradation; LDN; Drought; Indicators; Data.,Supplied acquisition manifest and issuing-institution source metadata,https://data.unccd.int/country/trinidad-and-tobago,https://data.unccd.int/country/trinidad-and-tobago,High,"Source-based external information relevant to Biodiversity, Ecosystems & Protected Areas. Inclusion supports discovery and does not state legal applicability or an EMA determination.",,,,,,,,,,EXT0102,,,UNCCD,,,,Land Degradation | LDN | Drought | Indicators | Data | TTO-Dashboard | UNCCD | Trinidad and Tobago,,"Biodiversity, Ecosystems & Protected Areas",,,,,UNCCD Data Dashboard – Trinidad and Tobago,,,,,"Biodiversity, Ecosystems & Protected Areas","Biodiversity, Ecosystems & Protected Areas",TTO-Dashboard,Data portal,,Data portal,Data portal,Dataset / Portal / Resource,,,,,,,UNCCD Data Dashboard – Trinidad and Tobago,UNCCD,International / development partner,,National / Local,https://data.unccd.int/country/trinidad-and-tobago,,,Official issuing institution / development-partner source,External authoritative source — source/project page identified,,,,,,UNCCD Data Dashboard – Trinidad and Tobago,current,
IDB source,open_online,Not downloaded – runtime transfer blocked,direct_document,EXT0103,web_verified,,,,Indexed as external source material. TRACE provides discovery metadata only; consult the original issuing institution for formal reliance.,Not downloaded – runtime transfer blocked,,,,,International & Development Partner Acquisition 2026-08-27,,,Trinidad and Tobago,Trinidad and Tobago,,,,,2026.08.27.4,external_references,,Source-based discovery record from IDB for loan proposal relevant to Climate Policy; Vulnerability; Carbon Markets; Institutions.,Supplied acquisition manifest and issuing-institution source metadata,https://www.iadb.org/en/project/TT-L1022,https://www.iadb.org/document.cfm?id=EZSHARE-582941036-14710,High,Source-based external information relevant to Climate Change & Resilience. Inclusion supports discovery and does not state legal applicability or an EMA determination.,,,,,,,,,,EXT0103,,,IDB,,,,Climate Policy | Vulnerability | Carbon Markets | Institutions | TT-L1022 | IDB | Trinidad and Tobago,,Climate Change & Resilience,,,,,Program to Support the Climate Change Agenda I – Loan Proposal,,,,,Climate Change & Resilience,Climate Change & Resilience,TT-L1022,Loan proposal,,Loan proposal,Loan proposal,Project / Programme Document,,,,,,,Program to Support the Climate Change Agenda I – Loan Proposal,IDB,International / development partner,,National / Local,https://www.iadb.org/en/project/TT-L1022,,,Official issuing institution / development-partner source,External authoritative source — direct document identified,,,,,,Program to Support the Climate Change Agenda I – Loan Proposal,2011,
